Latitude (decimal degrees):	44.505
Longitude (decimal degrees):	11.345
Elevation (m):	47
Radiation database:	PVGIS-SARAH


Slope: 41 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20150630:2010,0.0,0.0,0.0,25.05,2.12,0.0
20150630:2110,0.0,0.0,0.0,23.59,2.0,0.0
20150630:2210,0.0,0.0,0.0,23.04,1.81,0.0
20150630:2310,0.0,0.0,0.0,22.49,1.61,0.0
20150701:0010,0.0,0.0,0.0,21.93,1.42,0.0
20150701:0110,0.0,0.0,0.0,21.39,1.15,0.0
20150701:0210,0.0,0.0,0.0,20.85,0.89,0.0
20150701:0310,0.0,0.0,0.0,20.32,0.62,0.0
20150701:0410,167070.0,216.0,4.83,21.53,0.47,0.0
20150701:0510,465740.0,602.3,14.67,22.75,0.32,0.0
20150701:0610,578220.0,773.95,25.06,23.97,0.17,0.0
20150701:0710,640580.0,870.78,35.73,25.97,0.66,0.0
20150701:0810,677020.0,929.01,46.32,27.96,1.15,0.0
20150701:0910,698230.0,963.89,56.3,29.95,1.64,0.0
20150701:1010,707050.0,981.95,64.52,30.84,1.71,0.0
20150701:1110,705190.0,982.91,68.55,31.73,1.79,0.0
20150701:1210,703550.0,983.65,66.08,32.62,1.86,0.0
20150701:1310,700230.0,970.73,58.64,32.59,2.24,0.0
20150701:1410,685130.0,940.17,48.96,32.56,2.62,0.0
20150701:1510,661010.0,896.96,38.46,32.53,2.99,0.0
20150701:1610,594320.0,794.53,27.78,31.51,2.8,0.0
20150701:1710,461510.0,603.76,17.29,30.49,2.61,0.0
20150701:1810,41610.0,68.25,7.28,29.47,2.41,0.0
20150701:1910,0.0,0.0,0.0,28.08,2.2,0.0
20150701:2010,0.0,0.0,0.0,26.69,1.98,0.0
20150701:2110,0.0,0.0,0.0,25.31,1.77,0.0
20150701:2210,0.0,0.0,0.0,24.7,1.47,0.0
20150701:2310,0.0,0.0,0.0,24.1,1.17,0.0
20150702:0010,0.0,0.0,0.0,23.5,0.87,0.0
20150702:0110,0.0,0.0,0.0,22.8,0.64,0.0
20150702:0210,0.0,0.0,0.0,22.09,0.42,0.0
20150702:0310,0.0,0.0,0.0,21.39,0.19,0.0
20150702:0410,112000.0,151.32,4.75,22.48,0.27,0.0
20150702:0510,383470.0,492.85,14.59,23.57,0.34,0.0
20150702:0610,558290.0,742.56,24.98,24.66,0.41,0.0
20150702:0710,627710.0,856.36,35.65,26.51,0.53,0.0
20150702:0810,660420.0,916.85,46.24,28.36,0.64,0.0
20150702:0910,681010.0,958.64,56.22,30.21,0.76,0.0
20150702:1010,693180.0,976.4,64.44,31.03,1.04,0.0
20150702:1110,698250.0,982.7,68.48,31.86,1.33,0.0
20150702:1210,697070.0,979.02,66.03,32.68,1.61,0.0
20150702:1310,687330.0,965.24,58.62,32.85,1.55,0.0
20150702:1410,667300.0,934.47,48.95,33.02,1.49,0.0
20150702:1510,627080.0,871.68,38.45,33.19,1.43,0.0
20150702:1610,557430.0,756.75,27.77,32.42,1.67,0.0
20150702:1710,434020.0,573.91,17.27,31.66,1.9,0.0
20150702:1810,104310.0,147.25,7.26,30.9,2.14,0.0
20150702:1910,0.0,0.0,0.0,29.24,1.98,0.0
20150702:2010,0.0,0.0,0.0,27.59,1.83,0.0
20150702:2110,0.0,0.0,0.0,25.94,1.67,0.0
20150702:2210,0.0,0.0,0.0,25.27,1.57,0.0
20150702:2310,0.0,0.0,0.0,24.61,1.47,0.0
20150703:0010,0.0,0.0,0.0,23.94,1.37,0.0
20150703:0110,0.0,0.0,0.0,23.72,1.05,0.0
20150703:0210,0.0,0.0,0.0,23.49,0.74,0.0
20150703:0310,0.0,0.0,0.0,23.27,0.43,0.0
20150703:0410,31390.0,53.54,4.67,24.22,0.34,0.0
20150703:0510,314760.0,406.83,14.5,25.17,0.24,0.0
20150703:0610,509710.0,680.88,24.9,26.12,0.15,0.0
20150703:0710,598860.0,819.83,35.57,27.9,0.46,0.0
20150703:0810,645590.0,897.41,46.16,29.68,0.77,0.0
20150703:0910,674910.0,948.09,56.13,31.46,1.08,0.0
20150703:1010,685940.0,966.36,64.35,32.29,1.29,0.0
20150703:1110,690020.0,973.21,68.4,33.13,1.5,0.0
20150703:1210,687950.0,970.06,65.98,33.96,1.71,0.0
20150703:1310,682010.0,954.67,58.58,34.09,2.03,0.0
20150703:1410,669760.0,929.83,48.93,34.22,2.34,0.0
20150703:1510,634850.0,871.04,38.44,34.35,2.66,0.0
20150703:1610,545870.0,734.34,27.76,33.35,2.58,0.0
20150703:1710,219890.0,293.12,17.26,32.35,2.51,0.0
20150703:1810,223640.0,294.96,7.24,31.35,2.43,0.0
20150703:1910,0.0,0.0,0.0,29.81,2.23,0.0
20150703:2010,0.0,0.0,0.0,28.27,2.02,0.0
20150703:2110,0.0,0.0,0.0,26.73,1.82,0.0
20150703:2210,0.0,0.0,0.0,26.27,1.77,0.0
20150703:2310,0.0,0.0,0.0,25.81,1.72,0.0
20150704:0010,0.0,0.0,0.0,25.35,1.67,0.0
20150704:0110,0.0,0.0,0.0,25.1,1.55,0.0
20150704:0210,0.0,0.0,0.0,24.85,1.44,0.0
20150704:0310,0.0,0.0,0.0,24.61,1.32,0.0
20150704:0410,1350.0,9.31,4.58,25.36,1.22,0.0
20150704:0510,320780.0,412.91,14.42,26.12,1.11,0.0
20150704:0610,530970.0,703.07,24.82,26.87,1.01,0.0
20150704:0710,608140.0,827.82,35.48,28.71,0.99,0.0
20150704:0810,649360.0,903.36,46.07,30.54,0.97,0.0
20150704:0910,669980.0,948.25,56.04,32.37,0.95,0.0
20150704:1010,686350.0,972.02,64.26,33.05,1.26,0.0
20150704:1110,691970.0,978.37,68.32,33.73,1.56,0.0
20150704:1210,694460.0,979.61,65.92,34.4,1.86,0.0
20150704:1310,679950.0,960.51,58.55,34.63,1.71,0.0
20150704:1410,658430.0,929.4,48.9,34.85,1.55,0.0
20150704:1510,620640.0,871.85,38.42,35.08,1.39,0.0
20150704:1610,557030.0,765.07,27.73,34.02,1.5,0.0
20150704:1710,426840.0,569.75,17.23,32.96,1.61,0.0
20150704:1810,230840.0,305.87,7.21,31.91,1.72,0.0
20150704:1910,0.0,0.0,0.0,30.43,1.84,0.0
20150704:2010,0.0,0.0,0.0,28.95,1.96,0.0
20150704:2110,0.0,0.0,0.0,27.47,2.08,0.0
20150704:2210,0.0,0.0,0.0,27.01,1.89,0.0
20150704:2310,0.0,0.0,0.0,26.56,1.71,0.0
20150705:0010,0.0,0.0,0.0,26.1,1.52,0.0
20150705:0110,0.0,0.0,0.0,25.45,1.25,0.0
20150705:0210,0.0,0.0,0.0,24.79,0.98,0.0
20150705:0310,0.0,0.0,0.0,24.14,0.72,0.0
20150705:0410,31950.0,54.41,4.49,25.2,0.76,0.0
20150705:0510,306780.0,396.36,14.33,26.27,0.8,0.0
20150705:0610,506120.0,671.06,24.73,27.34,0.84,0.0
20150705:0710,608680.0,826.78,35.39,29.11,1.2,0.0
20150705:0810,656010.0,903.67,45.98,30.87,1.57,0.0
20150705:0910,678590.0,942.95,55.95,32.64,1.93,0.0
20150705:1010,691620.0,967.64,64.16,33.39,1.96,0.0
20150705:1110,686380.0,963.59,68.22,34.15,1.99,0.0
20150705:1210,688790.0,970.78,65.85,34.9,2.01,0.0
20150705:1310,682560.0,961.39,58.5,34.97,1.97,0.0
20150705:1410,662860.0,930.27,48.87,35.03,1.93,0.0
20150705:1510,621860.0,865.64,38.39,35.09,1.89,0.0
20150705:1610,547140.0,749.43,27.71,34.29,1.66,0.0
20150705:1710,422970.0,567.15,17.2,33.49,1.43,0.0
20150705:1810,111520.0,157.74,7.17,32.7,1.2,0.0
20150705:1910,0.0,0.0,0.0,30.88,1.42,0.0
20150705:2010,0.0,0.0,0.0,29.06,1.64,0.0
20150705:2110,0.0,0.0,0.0,27.25,1.86,0.0
20150705:2210,0.0,0.0,0.0,26.72,1.71,0.0
20150705:2310,0.0,0.0,0.0,26.2,1.57,0.0
20150706:0010,0.0,0.0,0.0,25.68,1.42,0.0
20150706:0110,0.0,0.0,0.0,25.28,1.45,0.0
20150706:0210,0.0,0.0,0.0,24.88,1.48,0.0
20150706:0310,0.0,0.0,0.0,24.49,1.5,0.0
20150706:0410,20810.0,39.63,4.39,25.46,1.49,0.0
20150706:0510,248980.0,321.93,14.23,26.43,1.47,0.0
20150706:0610,476500.0,623.67,24.64,27.4,1.45,0.0
20150706:0710,595920.0,805.13,35.3,29.16,1.38,0.0
20150706:0810,640100.0,884.0,45.89,30.91,1.31,0.0
20150706:0910,666450.0,937.7,55.85,32.67,1.24,0.0
20150706:1010,676890.0,962.17,64.05,33.55,1.15,0.0
20150706:1110,679750.0,974.27,68.12,34.43,1.07,0.0
20150706:1210,676550.0,976.18,65.78,35.3,0.98,0.0
20150706:1310,672670.0,961.24,58.46,35.26,1.29,0.0
20150706:1410,646610.0,911.67,48.84,35.22,1.6,0.0
20150706:1510,584790.0,808.98,38.36,35.18,1.92,0.0
20150706:1610,505050.0,680.94,27.68,34.19,2.34,0.0
20150706:1710,408500.0,539.22,17.17,33.2,2.76,0.0
20150706:1810,112310.0,157.6,7.13,32.21,3.19,0.0
20150706:1910,0.0,0.0,0.0,30.45,2.94,0.0
20150706:2010,0.0,0.0,0.0,28.69,2.7,0.0
20150706:2110,0.0,0.0,0.0,26.93,2.46,0.0
20150706:2210,0.0,0.0,0.0,26.35,2.18,0.0
20150706:2310,0.0,0.0,0.0,25.77,1.91,0.0
20150707:0010,0.0,0.0,0.0,25.19,1.64,0.0
20150707:0110,0.0,0.0,0.0,24.92,1.4,0.0
20150707:0210,0.0,0.0,0.0,24.64,1.15,0.0
20150707:0310,0.0,0.0,0.0,24.37,0.91,0.0
20150707:0410,43650.0,69.25,4.29,25.17,0.83,0.0
20150707:0510,300100.0,387.43,14.14,25.98,0.74,0.0
20150707:0610,488670.0,646.15,24.54,26.78,0.66,0.0
20150707:0710,598930.0,819.72,35.21,28.47,0.6,0.0
20150707:0810,640730.0,897.48,45.79,30.15,0.54,0.0
20150707:0910,661380.0,943.62,55.75,31.84,0.48,0.0
20150707:1010,676280.0,968.12,63.95,32.75,0.7,0.0
20150707:1110,680310.0,974.42,68.02,33.67,0.92,0.0
20150707:1210,681720.0,976.22,65.7,34.58,1.14,0.0
20150707:1310,674490.0,957.1,58.4,34.7,1.48,0.0
20150707:1410,658470.0,924.5,48.8,34.82,1.81,0.0
20150707:1510,620580.0,859.3,38.32,34.94,2.14,0.0
20150707:1610,550730.0,749.61,27.64,33.87,1.96,0.0
20150707:1710,427300.0,568.8,17.13,32.8,1.78,0.0
20150707:1810,105300.0,149.15,7.09,31.74,1.6,0.0
20150707:1910,0.0,0.0,0.0,30.22,2.17,0.0
20150707:2010,0.0,0.0,0.0,28.71,2.75,0.0
20150707:2110,0.0,0.0,0.0,27.2,3.32,0.0
20150707:2210,0.0,0.0,0.0,26.68,3.77,0.0
20150707:2310,0.0,0.0,0.0,26.16,4.21,0.0
20150708:0010,0.0,0.0,0.0,25.64,4.65,0.0
20150708:0110,0.0,0.0,0.0,25.28,4.46,0.0
20150708:0210,0.0,0.0,0.0,24.92,4.26,0.0
20150708:0310,0.0,0.0,0.0,24.56,4.07,0.0
20150708:0410,45660.0,71.63,4.18,25.28,3.83,0.0
20150708:0510,339560.0,429.43,14.03,26.01,3.6,0.0
20150708:0610,537980.0,691.65,24.44,26.73,3.37,0.0
20150708:0710,625500.0,826.32,35.11,28.18,2.79,0.0
20150708:0810,663370.0,898.01,45.69,29.63,2.21,0.0
20150708:0910,684750.0,949.68,55.64,31.08,1.63,0.0
20150708:1010,694960.0,962.76,63.83,31.98,2.08,0.0
20150708:1110,701510.0,970.38,67.91,32.88,2.54,0.0
20150708:1210,704040.0,971.92,65.61,33.77,2.99,0.0
20150708:1310,689120.0,957.13,58.34,33.96,2.49,0.0
20150708:1410,663470.0,925.5,48.75,34.14,1.99,0.0
20150708:1510,607660.0,846.2,38.28,34.32,1.49,0.0
20150708:1610,572110.0,774.08,27.6,33.27,2.38,0.0
20150708:1710,367350.0,480.2,17.08,32.22,3.26,0.0
20150708:1810,34050.0,58.72,7.03,31.18,4.15,0.0
20150708:1910,0.0,0.0,0.0,29.85,3.41,0.0
20150708:2010,0.0,0.0,0.0,28.52,2.66,0.0
20150708:2110,0.0,0.0,0.0,27.2,1.92,0.0
20150708:2210,0.0,0.0,0.0,26.48,1.87,0.0
20150708:2310,0.0,0.0,0.0,25.77,1.83,0.0
20150709:0010,0.0,0.0,0.0,25.06,1.78,0.0
20150709:0110,0.0,0.0,0.0,24.75,2.05,0.0
20150709:0210,0.0,0.0,0.0,24.44,2.31,0.0
20150709:0310,0.0,0.0,0.0,24.14,2.58,0.0
20150709:0410,0.0,1.55,4.07,24.99,3.28,0.0
20150709:0510,3810.0,14.26,13.93,25.85,3.98,0.0
20150709:0610,38440.0,64.5,24.34,26.7,4.68,0.0
20150709:0710,84620.0,122.84,35.01,26.49,4.4,0.0
20150709:0810,115370.0,160.63,45.59,26.27,4.12,0.0
20150709:0910,133770.0,183.17,55.53,26.06,3.85,0.0
20150709:1010,213720.0,281.43,63.71,25.93,3.75,0.0
20150709:1110,206210.0,272.21,67.79,25.8,3.66,0.0
20150709:1210,456370.0,587.78,65.52,25.66,3.56,0.0
20150709:1310,722230.0,951.94,58.27,26.5,3.56,0.0
20150709:1410,661390.0,868.35,48.7,27.33,3.56,0.0
20150709:1510,664340.0,874.37,38.24,28.16,3.56,0.0
20150709:1610,589570.0,765.84,27.55,27.5,3.37,0.0
20150709:1710,479070.0,612.71,17.03,26.84,3.19,0.0
20150709:1810,127200.0,171.35,6.98,26.18,3.01,0.0
20150709:1910,0.0,0.0,0.0,25.38,2.59,0.0
20150709:2010,0.0,0.0,0.0,24.58,2.17,0.0
20150709:2110,0.0,0.0,0.0,23.78,1.75,0.0
20150709:2210,0.0,0.0,0.0,23.69,1.93,0.0
20150709:2310,0.0,0.0,0.0,23.6,2.1,0.0
20150710:0010,0.0,0.0,0.0,23.51,2.28,0.0
20150710:0110,0.0,0.0,0.0,23.41,2.27,0.0
20150710:0210,0.0,0.0,0.0,23.31,2.27,0.0
20150710:0310,0.0,0.0,0.0,23.22,2.26,0.0
20150710:0410,47280.0,73.16,3.96,23.59,2.2,0.0
20150710:0510,384460.0,485.66,13.82,23.97,2.14,0.0
20150710:0610,564190.0,728.58,24.24,24.35,2.08,0.0
20150710:0710,651610.0,847.56,34.91,24.97,2.91,0.0
20150710:0810,703380.0,916.73,45.48,25.58,3.73,0.0
20150710:0910,733460.0,955.19,55.42,26.2,4.55,0.0
20150710:1010,737070.0,969.38,63.59,26.88,4.1,0.0
20150710:1110,731780.0,971.01,67.66,27.56,3.64,0.0
20150710:1210,730140.0,977.87,65.42,28.23,3.19,0.0
20150710:1310,718290.0,963.64,58.2,28.71,3.1,0.0
20150710:1410,695170.0,932.12,48.64,29.19,3.01,0.0
20150710:1510,659380.0,881.36,38.18,29.67,2.92,0.0
20150710:1610,599130.0,789.44,27.5,28.73,2.8,0.0
20150710:1710,484480.0,625.79,16.97,27.79,2.68,0.0
20150710:1810,127070.0,171.84,6.91,26.86,2.55,0.0
20150710:1910,0.0,0.0,0.0,25.41,2.31,0.0
20150710:2010,0.0,0.0,0.0,23.96,2.06,0.0
20150710:2110,0.0,0.0,0.0,22.51,1.82,0.0
20150710:2210,0.0,0.0,0.0,21.96,1.78,0.0
20150710:2310,0.0,0.0,0.0,21.42,1.74,0.0
20150711:0010,0.0,0.0,0.0,20.87,1.7,0.0
20150711:0110,0.0,0.0,0.0,20.1,1.71,0.0
20150711:0210,0.0,0.0,0.0,19.33,1.71,0.0
20150711:0310,0.0,0.0,0.0,18.57,1.72,0.0
20150711:0410,91380.0,124.5,3.85,19.78,1.54,0.0
20150711:0510,461310.0,581.66,13.71,21.0,1.35,0.0
20150711:0610,598910.0,779.73,24.13,22.22,1.16,0.0
20150711:0710,657530.0,875.68,34.8,24.39,1.31,0.0
20150711:0810,682220.0,923.26,45.37,26.56,1.45,0.0
20150711:0910,700360.0,961.36,55.3,28.73,1.6,0.0
20150711:1010,701690.0,974.58,63.46,29.77,1.39,0.0
20150711:1110,696030.0,976.82,67.53,30.82,1.19,0.0
20150711:1210,690100.0,978.24,65.31,31.86,0.98,0.0
20150711:1310,683870.0,963.95,58.12,32.2,1.2,0.0
20150711:1410,670740.0,938.73,48.57,32.54,1.43,0.0
20150711:1510,627730.0,867.36,38.13,32.88,1.66,0.0
20150711:1610,583160.0,790.07,27.44,32.1,1.95,0.0
20150711:1710,458140.0,603.88,16.91,31.32,2.24,0.0
20150711:1810,117180.0,162.55,6.84,30.54,2.54,0.0
20150711:1910,0.0,0.0,0.0,28.61,2.29,0.0
20150711:2010,0.0,0.0,0.0,26.69,2.04,0.0
20150711:2110,0.0,0.0,0.0,24.77,1.79,0.0
20150711:2210,0.0,0.0,0.0,24.03,1.67,0.0
20150711:2310,0.0,0.0,0.0,23.3,1.54,0.0
20150712:0010,0.0,0.0,0.0,22.56,1.42,0.0
20150712:0110,0.0,0.0,0.0,22.22,1.25,0.0
20150712:0210,0.0,0.0,0.0,21.88,1.08,0.0
20150712:0310,0.0,0.0,0.0,21.55,0.91,0.0
20150712:0410,10290.0,24.28,3.73,22.56,0.95,0.0
20150712:0510,336970.0,428.66,13.6,23.58,0.98,0.0
20150712:0610,426670.0,550.28,24.02,24.6,1.02,0.0
20150712:0710,622850.0,832.34,34.69,26.62,1.45,0.0
20150712:0810,667450.0,904.11,45.26,28.63,1.88,0.0
20150712:0910,695100.0,951.04,55.18,30.64,2.3,0.0
20150712:1010,702470.0,970.57,63.33,31.55,2.16,0.0
20150712:1110,701680.0,977.33,67.4,32.46,2.02,0.0
20150712:1210,697660.0,978.67,65.2,33.36,1.88,0.0
20150712:1310,689620.0,964.29,58.03,33.62,2.01,0.0
20150712:1410,667210.0,927.32,48.51,33.87,2.14,0.0
20150712:1510,630660.0,868.77,38.06,34.12,2.28,0.0
20150712:1610,560760.0,759.41,27.38,33.18,2.15,0.0
20150712:1710,401280.0,530.1,16.85,32.24,2.03,0.0
20150712:1810,84650.0,123.12,6.77,31.3,1.9,0.0
20150712:1910,0.0,0.0,0.0,29.93,1.83,0.0
20150712:2010,0.0,0.0,0.0,28.57,1.77,0.0
20150712:2110,0.0,0.0,0.0,27.21,1.7,0.0
20150712:2210,0.0,0.0,0.0,26.37,1.98,0.0
20150712:2310,0.0,0.0,0.0,25.54,2.26,0.0
20150713:0010,0.0,0.0,0.0,24.7,2.54,0.0
20150713:0110,0.0,0.0,0.0,24.18,2.76,0.0
20150713:0210,0.0,0.0,0.0,23.65,2.99,0.0
20150713:0310,0.0,0.0,0.0,23.13,3.21,0.0
20150713:0410,490.0,7.21,3.6,23.94,2.81,0.0
20150713:0510,291700.0,369.99,13.48,24.76,2.4,0.0
20150713:0610,508200.0,656.57,23.9,25.58,2.0,0.0
20150713:0710,604460.0,803.03,34.58,27.06,1.75,0.0
20150713:0810,483970.0,641.76,45.15,28.54,1.5,0.0
20150713:0910,498580.0,672.17,55.06,30.02,1.26,0.0
20150713:1010,412410.0,554.31,63.19,30.67,1.35,0.0
20150713:1110,400390.0,539.73,67.26,31.33,1.44,0.0
20150713:1210,667930.0,931.85,65.08,31.98,1.53,0.0
20150713:1310,663220.0,931.43,57.94,32.17,1.19,0.0
20150713:1410,620240.0,869.93,48.43,32.35,0.85,0.0
20150713:1510,555950.0,774.23,37.99,32.54,0.51,0.0
20150713:1610,468970.0,634.38,27.31,31.54,0.72,0.0
20150713:1710,304800.0,402.21,16.77,30.55,0.93,0.0
20150713:1810,43330.0,70.48,6.69,29.56,1.14,0.0
20150713:1910,0.0,0.0,0.0,28.65,1.32,0.0
20150713:2010,0.0,0.0,0.0,27.75,1.49,0.0
20150713:2110,0.0,0.0,0.0,26.85,1.67,0.0
20150713:2210,0.0,0.0,0.0,26.58,1.63,0.0
20150713:2310,0.0,0.0,0.0,26.32,1.6,0.0
20150714:0010,0.0,0.0,0.0,26.05,1.56,0.0
20150714:0110,0.0,0.0,0.0,25.52,1.55,0.0
20150714:0210,0.0,0.0,0.0,24.99,1.54,0.0
20150714:0310,0.0,0.0,0.0,24.46,1.53,0.0
20150714:0410,9700.0,23.55,3.48,25.27,1.2,0.0
20150714:0510,246650.0,319.58,13.36,26.08,0.86,0.0
20150714:0610,438230.0,576.74,23.79,26.89,0.52,0.0
20150714:0710,587000.0,794.17,34.46,27.89,0.85,0.0
20150714:0810,649870.0,891.2,45.03,28.88,1.18,0.0
20150714:0910,684870.0,945.85,54.93,29.88,1.5,0.0
20150714:1010,701530.0,970.94,63.05,30.16,1.66,0.0
20150714:1110,707210.0,978.58,67.11,30.45,1.82,0.0
20150714:1210,709100.0,979.77,64.95,30.73,1.97,0.0
20150714:1310,696700.0,966.37,57.84,31.91,1.99,0.0
20150714:1410,677300.0,941.22,48.35,33.09,2.0,0.0
20150714:1510,636490.0,882.17,37.92,34.27,2.01,0.0
20150714:1610,566460.0,767.26,27.24,33.34,2.27,0.0
20150714:1710,437970.0,578.02,16.7,32.42,2.52,0.0
20150714:1810,95710.0,136.73,6.6,31.5,2.77,0.0
20150714:1910,0.0,0.0,0.0,30.12,2.54,0.0
20150714:2010,0.0,0.0,0.0,28.74,2.3,0.0
20150714:2110,0.0,0.0,0.0,27.36,2.07,0.0
20150714:2210,0.0,0.0,0.0,26.84,1.85,0.0
20150714:2310,0.0,0.0,0.0,26.33,1.63,0.0
20150715:0010,0.0,0.0,0.0,25.82,1.41,0.0
20150715:0110,0.0,0.0,0.0,25.39,1.4,0.0
20150715:0210,0.0,0.0,0.0,24.96,1.4,0.0
20150715:0310,0.0,0.0,0.0,24.54,1.39,0.0
20150715:0410,10120.0,24.21,3.35,25.57,1.42,0.0
20150715:0510,272160.0,350.94,13.24,26.61,1.45,0.0
20150715:0610,509190.0,669.63,23.67,27.64,1.48,0.0
20150715:0710,608090.0,817.91,34.34,29.2,1.76,0.0
20150715:0810,654050.0,892.2,44.9,30.75,2.04,0.0
20150715:0910,685780.0,945.63,54.8,32.31,2.32,0.0
20150715:1010,695580.0,965.9,62.9,32.88,2.24,0.0
20150715:1110,700500.0,978.24,66.95,33.45,2.17,0.0
20150715:1210,634120.0,880.99,64.82,34.01,2.1,0.0
20150715:1310,622570.0,858.41,57.74,34.26,2.48,0.0
20150715:1410,443020.0,596.14,48.26,34.51,2.86,0.0
20150715:1510,280740.0,377.03,37.84,34.76,3.24,0.0
20150715:1610,379980.0,503.34,27.16,33.98,3.2,0.0
20150715:1710,368070.0,483.78,16.61,33.2,3.15,0.0
20150715:1810,148310.0,202.09,6.51,32.42,3.1,0.0
20150715:1910,0.0,0.0,0.0,31.24,2.65,0.0
20150715:2010,0.0,0.0,0.0,30.06,2.2,0.0
20150715:2110,0.0,0.0,0.0,28.89,1.75,0.0
20150715:2210,0.0,0.0,0.0,28.28,1.36,0.0
20150715:2310,0.0,0.0,0.0,27.68,0.96,0.0
20150716:0010,0.0,0.0,0.0,27.08,0.57,0.0
20150716:0110,0.0,0.0,0.0,26.23,0.75,0.0
20150716:0210,0.0,0.0,0.0,25.37,0.93,0.0
20150716:0310,0.0,0.0,0.0,24.52,1.12,0.0
20150716:0410,24760.0,44.75,3.22,25.48,1.13,0.0
20150716:0510,334880.0,431.39,13.11,26.45,1.14,0.0
20150716:0610,550050.0,730.69,23.55,27.42,1.16,0.0
20150716:0710,622290.0,846.02,34.22,29.12,1.28,0.0
20150716:0810,663840.0,918.46,44.78,30.81,1.41,0.0
20150716:0910,683750.0,958.0,54.67,32.51,1.53,0.0
20150716:1010,687300.0,972.64,62.75,33.45,1.41,0.0
20150716:1110,685980.0,979.03,66.79,34.39,1.28,0.0
20150716:1210,682200.0,981.18,64.68,35.32,1.16,0.0
20150716:1310,657830.0,927.36,57.63,35.1,1.77,0.0
20150716:1410,619660.0,856.44,48.17,34.88,2.38,0.0
20150716:1510,626450.0,856.17,37.75,34.66,2.99,0.0
20150716:1610,541570.0,728.19,27.07,33.78,2.77,0.0
20150716:1710,496360.0,660.26,16.52,32.9,2.54,0.0
20150716:1810,115230.0,161.27,6.41,32.03,2.32,0.0
20150716:1910,0.0,0.0,0.0,30.54,2.26,0.0
20150716:2010,0.0,0.0,0.0,29.06,2.2,0.0
20150716:2110,0.0,0.0,0.0,27.58,2.14,0.0
20150716:2210,0.0,0.0,0.0,27.03,2.06,0.0
20150716:2310,0.0,0.0,0.0,26.48,1.97,0.0
20150717:0010,0.0,0.0,0.0,25.93,1.89,0.0
20150717:0110,0.0,0.0,0.0,25.53,1.97,0.0
20150717:0210,0.0,0.0,0.0,25.13,2.05,0.0
20150717:0310,0.0,0.0,0.0,24.74,2.12,0.0
20150717:0410,10750.0,25.12,3.08,25.55,1.95,0.0
20150717:0510,385140.0,493.7,12.98,26.37,1.78,0.0
20150717:0610,563880.0,744.13,23.42,27.18,1.61,0.0
20150717:0710,631600.0,853.54,34.1,29.03,1.66,0.0
20150717:0810,667110.0,918.25,44.65,30.88,1.71,0.0
20150717:0910,689340.0,963.49,54.53,32.73,1.75,0.0
20150717:1010,693710.0,983.07,62.59,33.63,1.44,0.0
20150717:1110,686990.0,985.37,66.62,34.53,1.13,0.0
20150717:1210,676800.0,982.01,64.53,35.43,0.81,0.0
20150717:1310,679570.0,967.33,57.51,35.27,1.53,0.0
20150717:1410,673570.0,942.08,48.07,35.1,2.25,0.0
20150717:1510,639450.0,877.21,37.66,34.94,2.97,0.0
20150717:1610,560880.0,759.14,26.98,33.83,2.46,0.0
20150717:1710,423240.0,561.81,16.43,32.72,1.95,0.0
20150717:1810,107720.0,152.0,6.31,31.62,1.45,0.0
20150717:1910,0.0,0.0,0.0,30.09,1.84,0.0
20150717:2010,0.0,0.0,0.0,28.56,2.23,0.0
20150717:2110,0.0,0.0,0.0,27.03,2.62,0.0
20150717:2210,0.0,0.0,0.0,26.51,2.59,0.0
20150717:2310,0.0,0.0,0.0,26.0,2.57,0.0
20150718:0010,0.0,0.0,0.0,25.48,2.54,0.0
20150718:0110,0.0,0.0,0.0,25.34,2.33,0.0
20150718:0210,0.0,0.0,0.0,25.2,2.11,0.0
20150718:0310,0.0,0.0,0.0,25.06,1.9,0.0
20150718:0410,0.0,5.66,2.94,25.83,2.11,0.0
20150718:0510,283070.0,362.55,12.85,26.6,2.33,0.0
20150718:0610,513230.0,665.52,23.3,27.37,2.54,0.0
20150718:0710,622330.0,830.62,33.97,29.38,2.46,0.0
20150718:0810,659830.0,898.84,44.52,31.39,2.39,0.0
20150718:0910,686940.0,953.33,54.38,33.4,2.32,0.0
20150718:1010,688720.0,973.53,62.43,34.27,1.69,0.0
20150718:1110,677540.0,975.29,66.45,35.14,1.06,0.0
20150718:1210,665130.0,977.22,64.38,36.0,0.43,0.0
20150718:1310,664760.0,962.84,57.39,36.13,0.91,0.0
20150718:1410,652450.0,930.85,47.97,36.25,1.39,0.0
20150718:1510,620760.0,870.62,37.57,36.38,1.88,0.0
20150718:1610,460570.0,624.96,26.89,35.25,1.83,0.0
20150718:1710,427920.0,573.51,16.33,34.12,1.77,0.0
20150718:1810,152730.0,208.86,6.2,33.0,1.72,0.0
20150718:1910,0.0,0.0,0.0,31.31,1.78,0.0
20150718:2010,0.0,0.0,0.0,29.63,1.84,0.0
20150718:2110,0.0,0.0,0.0,27.95,1.9,0.0
20150718:2210,0.0,0.0,0.0,27.39,2.24,0.0
20150718:2310,0.0,0.0,0.0,26.84,2.57,0.0
20150719:0010,0.0,0.0,0.0,26.28,2.91,0.0
20150719:0110,0.0,0.0,0.0,25.55,2.75,0.0
